,date,username,content,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment
19,2022-11-30 15:25:45+00:00,AgrilandIreland,eu publishes proposal carbon farming httpstcomdnqhtvcea,10,93,8.4,1,0,0,1,0.0
20,2022-11-30 15:13:31+00:00,AgrilandIreland,ifa land designation team calls farmer funding httpstco4fawfmwe6e,10,79,7.0,2,0,0,1,0.0
21,2022-11-30 15:01:08+00:00,AgrilandIreland,ibec announces director meat industry httpstcop1pdz5tgwa,11,102,8.363636363636363,1,0,0,0,0.0
22,2022-11-30 14:31:20+00:00,AgrilandIreland,gardaí investigating theft cattle kilkenny httpstcovpjb092p5e,10,83,7.4,3,0,0,0,0.0
23,2022-11-30 14:16:16+00:00,AgrilandIreland,calls food vision tillage group established httpstco6xvxlmghyz,13,105,7.153846153846154,4,0,0,0,0.0
24,2022-11-30 13:47:52+00:00,AgrilandIreland,domestic milk intake 6985 million litres october httpstcogoiai9flps,10,79,7.0,2,0,0,0,0.1
25,2022-11-30 13:35:49+00:00,AgrilandIreland,orientation maintenance solar panels httpstcop2gf4ogjag,9,93,9.444444444444445,2,0,0,0,0.0
26,2022-11-30 13:22:18+00:00,AgrilandIreland,latest jcb loader smallest loadall yet httpstco2eyl9ikjrx,10,91,8.2,1,0,0,1,0.9
27,2022-11-30 13:02:24+00:00,AgrilandIreland,mixed outlook springcalving heifer trade httpstcoabhdu9rmoh,9,95,9.666666666666666,1,0,0,0,0.25
28,2022-11-30 12:35:46+00:00,AgrilandIreland,factory cattle supply set highest 23 years httpstcolmqq7ueaqr,14,106,6.642857142857143,3,0,2,0,0.0
29,2022-11-30 11:34:23+00:00,AgrilandIreland,carbon footprint challenges livestock producers httpstcohh7pg6q8qf,9,101,10.333333333333334,1,0,0,0,0.0
30,2022-11-30 10:58:56+00:00,AgrilandIreland,interest offering vet courses registered across provinces httpstcoin86z5u4cu,11,92,7.454545454545454,2,0,0,0,0.0
31,2022-11-30 10:37:36+00:00,AgrilandIreland,ibec announces director meat industry httpstcom0gy7y2yvs,11,102,8.363636363636363,1,0,0,0,0.0
32,2022-11-30 10:15:34+00:00,AgrilandIreland,gardaí investigating theft cattle kilkenny httpstcoyehpmt8yic,10,83,7.4,3,0,0,0,0.0
33,2022-11-30 09:46:30+00:00,AgrilandIreland,fbd young farmer revealed httpstcojqf9rfvv4v,11,92,7.454545454545454,2,0,1,1,0.4
34,2022-11-30 08:12:02+00:00,AgrilandIreland,calls food vision tillage group established httpstcotwffu3ajpk,13,105,7.153846153846154,4,0,0,0,0.0
35,2022-11-30 06:59:34+00:00,AgrilandIreland,mixed outlook springcalving heifer trade httpstcorwhmlmdq7q,9,95,9.666666666666666,1,0,0,0,0.25
36,2022-11-30 06:34:40+00:00,AgrilandIreland,orientation maintenance solar panels httpstcobhwj6s3mzs,9,93,9.444444444444445,2,0,0,0,0.0
37,2022-11-30 06:09:03+00:00,AgrilandIreland,factory cattle supply set highest 23 years httpstcogt34x6neib,14,106,6.642857142857143,3,0,2,0,0.0
38,2022-11-29 22:18:20+00:00,AgrilandIreland,equine keepers urged fully complete census httpstcon280blyk7f,11,100,8.181818181818182,1,0,1,0,0.4
39,2022-11-29 21:57:44+00:00,AgrilandIreland,bord bia appoints first organic sector manager httpstcoiova5kh7my,8,70,7.875,0,0,0,0,0.3333333333333333
40,2022-11-29 21:32:26+00:00,AgrilandIreland,improving carbon footprint reporting farms httpstcom7gxmsaxzb,10,82,9.125,1,1,0,0,0.0
41,2022-11-29 21:17:45+00:00,AgrilandIreland,lakeland dairies wins 1m contract lidl httpstcocmvlmsetps,11,102,8.363636363636363,2,0,0,0,0.2
42,2022-11-29 21:05:30+00:00,AgrilandIreland,seed potato crisis ni highlighted minister httpstcopjrdujml7x,11,98,8.0,2,0,0,1,0.0
43,2022-11-29 20:50:49+00:00,AgrilandIreland,gene discovery sows hope drought resilience wheat httpstcozylov03qaq,11,85,6.818181818181818,2,0,0,0,0.0
44,2022-11-29 20:32:12+00:00,AgrilandIreland,tillage best assess control slugs httpstco6l9ig0qmmw,11,95,7.7272727272727275,2,0,0,0,0.3
45,2022-11-29 20:17:03+00:00,AgrilandIreland,first women farming conference take place february httpstcozys1hfsdis,11,83,6.636363636363637,3,0,0,0,0.3333333333333333
46,2022-11-29 20:03:25+00:00,AgrilandIreland,live animal crib go ahead location dublin httpstcosaiuop4ghu httpstcoqkzbmrvm7h,13,102,6.923076923076923,3,0,0,0,0.5
47,2022-11-29 19:34:30+00:00,AgrilandIreland,icmsa low spring throughput could boost beef prices httpstcoesbaegdlct,10,82,7.3,0,0,0,1,0.3
48,2022-11-29 19:07:52+00:00,AgrilandIreland,badgers worm infections likely tb study httpstcouxuepkgdj8,12,83,6.0,4,0,0,1,1.0
49,2022-11-29 18:48:52+00:00,AgrilandIreland,agrifood regulator real teeth mcconalogue httpstcodotpgrdbnu,9,80,8.0,2,0,0,0,0.30000000000000004
50,2022-11-29 18:23:45+00:00,AgrilandIreland,provide 30m response food crisis east africa httpstcoxqn1jltcut,13,89,5.923076923076923,4,0,0,0,0.0
51,2022-11-29 18:03:11+00:00,AgrilandIreland,online daera event discuss bird flu biosecurity httpstcoy3pd4bhl4n,12,104,7.75,2,0,0,1,0.0
52,2022-11-29 17:40:59+00:00,AgrilandIreland,equine keepers urged fully complete census httpstcohnpooclzel,11,100,8.181818181818182,1,0,1,0,0.4
53,2022-11-29 17:19:04+00:00,AgrilandIreland,keynote speaker confirmed abp farmer info events httpstcoeylwsybrhu,11,102,8.363636363636363,1,0,0,1,1.0
54,2022-11-29 16:50:02+00:00,AgrilandIreland,rare heritage barley star single malt whiskey httpstcowmoz9ethef,12,102,7.583333333333333,1,0,0,0,0.5571428571428572
55,2022-11-29 16:09:07+00:00,AgrilandIreland,live animal crib go ahead location dublin httpstcotoemg7chgt httpstcowhzlgxqaak,13,102,6.923076923076923,3,0,0,0,0.5
56,2022-11-29 15:55:49+00:00,AgrilandIreland,food regulator must prove side suppliers nolan httpstcoz9fokhbyoe,15,92,5.2,5,0,0,0,0.0
57,2022-11-29 15:39:39+00:00,AgrilandIreland,call extension shass landslide relief scheme deadline httpstcoy4ppj8hr7d,10,84,7.5,2,0,0,0,0.0
58,2022-11-29 15:13:11+00:00,AgrilandIreland,controlling slugs cereal crops httpstco4rl56ip3zv,8,83,9.5,1,0,0,0,0.0
59,2022-11-29 14:59:38+00:00,AgrilandIreland,minister urged deliver christmas hope forgotten httpstcorxbelmow03,12,114,8.583333333333334,2,0,0,0,0.0
60,2022-11-29 14:40:30+00:00,AgrilandIreland,shows back manufacturers httpstcoq5ijeoje1t,11,98,8.0,5,0,0,0,0.0
61,2022-11-29 14:24:23+00:00,AgrilandIreland,ifa bord gáis energy offer rooftop solar options httpstcoswus8pgmfp,13,107,7.3076923076923075,2,0,0,1,0.0
62,2022-11-29 14:12:07+00:00,AgrilandIreland,top price 14500 weanling heifer carrick winter fair httpstcojyymdspeec,12,87,6.333333333333333,3,0,0,0,0.7
63,2022-11-29 13:59:56+00:00,AgrilandIreland,nature right exist iwt httpstco0hdduh8sjq,11,85,6.818181818181818,3,0,0,1,0.5357142857142857
64,2022-11-29 13:42:12+00:00,AgrilandIreland,sheep trade trade continues head right direction httpstco9qrsrbkynd,12,105,7.833333333333333,2,0,0,0,0.5357142857142857
65,2022-11-29 13:27:28+00:00,AgrilandIreland,agrifood regulator real teeth mcconalogue httpstcougavtgwzuv,9,80,8.0,2,0,0,0,0.30000000000000004
66,2022-11-29 13:14:03+00:00,AgrilandIreland,dry period grouping cows monitor bcs httpstcocnbcekptnr,10,90,8.1,1,0,0,1,0.6
67,2022-11-29 13:00:11+00:00,AgrilandIreland,fbd young farmer meet finalists httpstcokpwz5owu4t,13,99,6.6923076923076925,3,0,0,1,0.4
68,2022-11-29 12:45:29+00:00,AgrilandIreland,former tánaiste minster agriculture mary coughlan chair first women farming conference february 1 2023 agriculture_ie httpstcoyckmcg3csj,21,168,6.636363636363637,6,0,0,0,0.16666666666666666
69,2022-11-29 12:43:13+00:00,AgrilandIreland,minister state responsibility safety martinheydonfg highlighting stark figure 97 fatalities last ten years male httpstcotkzpbt5fiw,27,189,6.037037037037037,10,0,0,0,0.19166666666666665
70,2022-11-29 12:40:24+00:00,AgrilandIreland,minster mcconalogue confirms approval agricultural food supply chain bill cabinet bill give regulator real teeth tackling unfair trading practices agriculture_ie httpstco5efhttbsxm,31,228,6.387096774193548,8,0,0,0,0.65
71,2022-11-29 12:31:21+00:00,AgrilandIreland,government buildings today announcement cabinet approval agricultural food supply chain bill launch national women farming conference agriculture_ie mcconalogue martinheydonfg pippa_hackett httpstco7pygjenpf3,35,274,6.611111111111111,14,0,0,0,0.0
72,2022-11-29 12:24:46+00:00,AgrilandIreland,improving carbon footprint reporting farms httpstcokj0orkrn45,10,82,9.125,1,1,0,0,0.0
73,2022-11-29 12:09:42+00:00,AgrilandIreland,cabinet set decide agrifood regulator today httpstcoy1gkdgfofo,11,100,8.181818181818182,2,0,0,0,0.0
74,2022-11-29 11:51:36+00:00,AgrilandIreland,call extension shass landslide relief scheme deadline httpstcoepaijjxxx3,10,84,7.5,2,0,0,0,0.0
75,2022-11-29 11:28:09+00:00,AgrilandIreland,rare heritage barley star single malt whiskey httpstcocm9gxo00kq,12,102,7.583333333333333,1,0,0,0,0.5571428571428572
76,2022-11-29 11:08:38+00:00,AgrilandIreland,food regulator must prove side suppliers nolan httpstcodidgqafqlq,15,92,5.2,5,0,0,0,0.0
77,2022-11-29 10:38:59+00:00,AgrilandIreland,controlling slugs cereal crops httpstcoklli2psrlu,8,83,9.5,1,0,0,0,0.0
78,2022-11-29 09:38:19+00:00,AgrilandIreland,nature right exist iwt httpstcob2wg01yyzq,11,85,6.818181818181818,3,0,0,1,0.5357142857142857
79,2022-11-29 09:07:42+00:00,AgrilandIreland,fbd young farmer meet finalists httpstcooaqudhsbb2,13,99,6.6923076923076925,3,0,0,1,0.4
80,2022-11-29 08:18:26+00:00,AgrilandIreland,cabinet set decide agrifood regulator today httpstcofxe3e8pp53,11,100,8.181818181818182,2,0,0,0,0.0
81,2022-11-29 07:58:34+00:00,AgrilandIreland,minister urged deliver christmas hope forgotten httpstcon6r7wwscj0,12,114,8.583333333333334,2,0,0,0,0.0
82,2022-11-29 06:52:37+00:00,AgrilandIreland,sheep trade trade continues head right direction httpstco7fljufhnjl,12,105,7.833333333333333,2,0,0,0,0.5357142857142857
83,2022-11-29 06:38:55+00:00,AgrilandIreland,dry period grouping cows monitor bcs httpstcoerbeqd8juy,10,90,8.1,1,0,0,1,0.6
84,2022-11-29 06:20:02+00:00,AgrilandIreland,keynote speaker confirmed abp farmer info events httpstcodah6slmpe1,11,102,8.363636363636363,1,0,0,1,1.0
85,2022-11-28 21:15:55+00:00,AgrilandIreland,minister urged clarify inclusion dribble bars tams httpstcohyb2csebch,11,83,6.636363636363637,3,0,0,1,0.0
86,2022-11-28 20:46:01+00:00,AgrilandIreland,video sale 420 cattle gets underway winter fair carrick httpstcoyvtajgtp4l,13,89,5.923076923076923,3,0,1,0,0.9
87,2022-11-28 20:17:19+00:00,AgrilandIreland,slaughtered livestock statistics october httpstcojuyysvea7m httpstcogam8drei9n,9,99,10.11111111111111,1,0,1,0,0.0
88,2022-11-28 19:49:48+00:00,AgrilandIreland,china builds 26storey pig house process 12 million pigsyear httpstcothb1todbun,11,89,7.181818181818182,1,0,0,0,0.0
89,2022-11-28 19:30:50+00:00,AgrilandIreland,estimates dafm spend 369k consultancy services 2023 httpstco2ve7iafo9u,11,88,7.090909090909091,3,0,1,1,0.0
90,2022-11-28 18:58:30+00:00,AgrilandIreland,fertiliser database include n p k sales httpstcojuyysvwjlu httpstcokh7bbxdm02,14,107,6.714285714285714,3,0,0,3,0.0
91,2022-11-28 18:34:08+00:00,AgrilandIreland,national fertiliser database tillage need know httpstcow08qe4xvkb,10,87,7.8,1,0,0,0,0.0
92,2022-11-28 18:16:25+00:00,AgrilandIreland,must register fertiliser database httpstcojuyysvea7m httpstcoyazqjumece,10,99,9.0,1,0,0,0,0.0
93,2022-11-28 17:48:18+00:00,AgrilandIreland,slaughtered livestock statistics october httpstcop3jqfzi6ux,9,99,10.11111111111111,1,0,1,0,0.0
94,2022-11-28 17:24:18+00:00,AgrilandIreland,factory quotes steer base price 20ckg rising httpstcojm7pvjvbhs,12,103,7.666666666666667,2,0,0,0,1.0
95,2022-11-28 17:01:01+00:00,AgrilandIreland,estimates dafm spend 369k consultancy services 2023 httpstcok3tbakcxtc,11,88,7.090909090909091,3,0,1,1,0.0
96,2022-11-28 16:46:57+00:00,AgrilandIreland,minister urged clarify inclusion dribble bars tams httpstco8vo9xpdq9p,11,83,6.636363636363637,3,0,0,1,0.0
97,2022-11-28 16:17:25+00:00,AgrilandIreland,assist christmas bonus paid next week httpstcopce7lwra5n,12,98,7.25,2,0,0,0,0.0
98,2022-11-28 15:58:05+00:00,AgrilandIreland,video sale 420 cattle gets underway winter fair carrick httpstco14hmkxzsps,13,89,5.923076923076923,3,0,1,0,0.9
99,2022-11-28 15:41:47+00:00,AgrilandIreland,china builds 26storey pig house process 12 million pigsyear httpstcodmbrlelmpy,11,89,7.181818181818182,1,0,0,0,0.0
100,2022-11-28 15:16:02+00:00,AgrilandIreland,eip schemes could focus gender balance peatlands httpstco59njvugzvf,12,105,7.833333333333333,2,0,0,1,0.0
101,2022-11-28 14:47:16+00:00,AgrilandIreland,mref minster ryans solar targets require one billion funding httpstco243gckpzxi,11,89,7.181818181818182,1,0,0,1,0.0
102,2022-11-28 14:33:18+00:00,AgrilandIreland,applying tbess revenue publishes guidelines httpstcojkruh2408o,8,76,8.625,2,0,0,1,0.0
103,2022-11-28 14:16:30+00:00,AgrilandIreland,fluke infection predicted prevalent west northwest httpstcoilnq8alr0w,11,87,7.0,4,0,0,0,0.0
104,2022-11-28 13:57:47+00:00,AgrilandIreland,eu commission load 2 ships grain ukraine httpstcockrzyhqiwl,13,103,7.0,3,0,1,1,0.0
105,2022-11-28 13:27:51+00:00,AgrilandIreland,national fertiliser database tillage need know httpstco3l6ph8kjn7,10,87,7.8,1,0,0,0,0.0
106,2022-11-28 13:14:50+00:00,AgrilandIreland,weather forecast mostly dry week isolated showers httpstcoun2irihkhq,9,79,7.888888888888889,1,0,0,0,0.6
107,2022-11-28 12:48:44+00:00,AgrilandIreland,factory quotes steer base price 20ckg rising httpstcojuyysvwjlu httpstcobwvcigxxwp,12,103,7.666666666666667,2,0,0,0,1.0
108,2022-11-28 12:31:50+00:00,AgrilandIreland,invited take part ifac survey httpstcojuyysvea7m httpstcohp1utiqipb,12,98,7.25,2,0,0,0,0.0
109,2022-11-28 12:06:14+00:00,AgrilandIreland,dryingoff checking cow signs mastitis httpstcojuyysvea7m httpstcoqnoqbqyrxo,10,96,8.7,2,0,0,0,0.16666666666666666
110,2022-11-28 11:35:58+00:00,AgrilandIreland,assist christmas bonus paid next week httpstcojuyysvwjlu httpstcomi6radlpiw,12,98,7.25,2,0,0,0,0.0
111,2022-11-28 10:45:18+00:00,AgrilandIreland,mref minster ryans solar targets require one billion funding httpstcoucu4d95dud,11,89,7.181818181818182,1,0,0,1,0.0
112,2022-11-28 09:37:27+00:00,AgrilandIreland,eu commission load 2 ships grain ukraine httpstcojuyysvwjlu httpstcojo5ba70mix,13,103,7.0,3,0,1,1,0.0
113,2022-11-28 09:01:24+00:00,AgrilandIreland,applying tbess revenue publishes guidelines httpstcoe8tl9hlczx,8,76,8.625,2,0,0,1,0.0
114,2022-11-28 08:05:50+00:00,AgrilandIreland,weather forecast mostly dry week isolated showers httpstcoimjpeqaxbl,9,79,7.888888888888889,1,0,0,0,0.6
115,2022-11-28 06:44:42+00:00,AgrilandIreland,fluke infection predicted prevalent west northwest httpstcobcqr0wkkqd,11,87,7.0,4,0,0,0,0.0
116,2022-11-28 06:07:56+00:00,AgrilandIreland,dryingoff checking cow signs mastitis httpstcojuyysvea7m httpstco0cw0rpl5dl,10,96,8.7,2,0,0,0,0.16666666666666666
117,2022-11-27 20:36:01+00:00,AgrilandIreland,citizens assembly calls referendum protect biodiversity httpstcoonkbbzowey,9,87,8.777777777777779,2,0,0,0,0.0
118,2022-11-27 17:41:40+00:00,AgrilandIreland,exports 5500 weanling bulls set depart turkey httpstco4cbbjvhngh,11,84,6.7272727272727275,2,0,0,0,0.0
119,2022-11-27 15:52:32+00:00,AgrilandIreland,fines 10m available agrifood regulator httpstcom3izbq1k32,11,80,6.363636363636363,4,0,0,0,0.4
120,2022-11-27 15:07:20+00:00,AgrilandIreland,sheep kill supplies tighten throughput drops 60000 httpstcooyalm6fud7,11,87,7.0,2,0,0,0,0.0
121,2022-11-27 13:51:55+00:00,AgrilandIreland,icos workshop hears pieces missing rewetting jigsaw httpstco9tnogslkwk,11,108,8.909090909090908,1,0,0,1,0.05
122,2022-11-27 12:36:32+00:00,AgrilandIreland,breeding objectives winter milk farms httpstcojuyysvea7m httpstco6c6ewma4tn,9,91,9.222222222222221,1,0,0,0,0.0
123,2022-11-27 11:35:40+00:00,AgrilandIreland,dafm still finalising order fur farming ban httpstcoulqnshrqye,11,97,7.909090909090909,1,0,0,1,0.0
124,2022-11-27 10:38:52+00:00,AgrilandIreland,women aims hit 2000 members 2025 httpstcoiu0kdh49zm,11,77,6.090909090909091,2,0,1,0,0.0
125,2022-11-27 09:30:47+00:00,AgrilandIreland,pedigree aberdeen angus heifer star prize memorial raffle httpstcoj6lcb9jafj,12,110,8.25,1,0,0,0,0.0
126,2022-11-27 07:10:56+00:00,AgrilandIreland,report pig production costs 17 countries including httpstco68q5ccz9e5,10,87,7.8,1,0,1,0,0.0
127,2022-11-27 06:39:39+00:00,AgrilandIreland,unsuitable cattle sent factory eibp agent httpstcojuyysvea7m httpstcoh8pnlncwxj,12,104,7.75,2,0,0,1,0.0
128,2022-11-27 06:04:38+00:00,AgrilandIreland,sheep improvement scheme genotyped ram action httpstcobdm3bwjev3,9,96,9.777777777777779,0,0,0,0,0.1
129,2022-11-26 21:44:08+00:00,AgrilandIreland,hackett 60m scheme help improve water quality httpstco7f0re9vgro,10,82,7.3,1,0,0,0,0.0
130,2022-11-26 21:15:05+00:00,AgrilandIreland,met éireann wind warning issued 3 counties httpstcoxcrsgdylh8,11,97,7.909090909090909,1,0,1,0,0.0
131,2022-11-26 20:24:54+00:00,AgrilandIreland,meet match love country httpstcojuyysvwjlu httpstcollnybdde6p,11,90,7.2727272727272725,4,0,0,0,0.6
132,2022-11-26 19:33:48+00:00,AgrilandIreland,greens stand family ryan httpstcos15rqgoxfx,14,103,6.428571428571429,3,0,0,0,0.0
133,2022-11-26 18:55:59+00:00,AgrilandIreland,taoiseach visits meath producing carbonneutral beef httpstcojuyysvwjlu httpstcoc5t9jn50rk,10,107,9.8,0,0,0,0,0.0
134,2022-11-26 17:43:38+00:00,AgrilandIreland,man 70s dies accident co kerry httpstcopanjl9vkuq,12,94,6.916666666666667,2,0,0,0,0.0
135,2022-11-26 17:17:33+00:00,AgrilandIreland,machinery focus mx front loaders show engineering pedigree httpstcohimbgayhck,9,83,8.333333333333334,0,0,0,1,0.0
136,2022-11-26 15:51:56+00:00,AgrilandIreland,scour considered vaccinating cows httpstcotumxpvzvcs,10,99,9.0,2,0,0,0,0.0
137,2022-11-26 13:56:23+00:00,AgrilandIreland,cattle stolen elderly farmer west cork httpstcopgo7hdtkjb,11,96,7.818181818181818,2,0,0,0,0.0
138,2022-11-26 11:52:21+00:00,AgrilandIreland,emergency scheme needed dangerous rural roads councillor httpstcougl2jscxiv,10,86,7.7,1,0,0,0,0.45
139,2022-11-26 10:09:22+00:00,AgrilandIreland,man dies following collision car tractor leitrim httpstcoe4ddqzkqt6,11,87,7.0,3,0,0,0,0.1
140,2022-11-26 08:37:29+00:00,AgrilandIreland,8th annual knock tractor run takes place weekend httpstcoqayyzdt8tb,12,103,7.666666666666667,1,0,0,0,0.0
141,2022-11-26 07:54:35+00:00,AgrilandIreland,liquid milk dont let higher yielders dictate feeding httpstcojuyysvea7m httpstco7rz3wot85s,12,110,8.25,1,0,0,0,0.5
142,2022-11-26 06:35:05+00:00,AgrilandIreland,dawn meats exec gives beef trade outlook spring 2023 httpstcoheo1rpa4uv,11,80,6.363636363636363,1,0,1,0,0.0
143,2022-11-26 00:00:58+00:00,AgrilandIreland,machinery optimism ndi cema prices remain high httpstco2upyzq2x0x,11,85,6.818181818181818,3,0,0,2,0.5399999999999999
144,2022-11-25 23:35:42+00:00,AgrilandIreland,breffni oriel holstein friesian club celebrate 50 years httpstcoqntgyzkoaj,9,79,7.888888888888889,0,0,1,0,0.0
145,2022-11-25 23:10:16+00:00,AgrilandIreland,cop27 agreement highlights need safeguard food security httpstco2gmlp7uash,9,82,8.222222222222221,1,0,0,1,0.0
146,2022-11-25 22:44:35+00:00,AgrilandIreland,push grow bespoke chipping potatoes underway httpstcopvfhztxqwe,10,97,8.8,1,0,0,0,0.0
147,2022-11-25 22:18:17+00:00,AgrilandIreland,coops urged part climate action solution httpstcojuyysvwjlu httpstcotnjes3qc8f,13,104,7.076923076923077,4,0,0,0,0.1
148,2022-11-25 21:52:15+00:00,AgrilandIreland,cutaro selfpropelled mower compete krone httpstco8zkf7dkske,10,99,9.0,2,0,0,0,0.0
149,2022-11-25 21:26:40+00:00,AgrilandIreland,fsai seeks extend local authority veterinary service contract httpstcottpnosuqt6,10,88,7.9,1,0,0,1,0.0
150,2022-11-25 21:01:20+00:00,AgrilandIreland,poultry housing order introduced across ni httpstcoupnopzux4a,9,92,9.333333333333334,0,0,0,1,0.0
151,2022-11-25 20:36:21+00:00,AgrilandIreland,opinion success potato industry irelands best kept secret httpstcod7w0idpxje,11,90,7.2727272727272725,1,0,0,0,0.3333333333333333
152,2022-11-25 20:12:50+00:00,AgrilandIreland,fuel laundering operation uncovered revenue co monaghan httpstcoex9jvkiuue,10,86,7.7,2,0,0,0,0.0
153,2022-11-25 19:49:09+00:00,AgrilandIreland,heydon forecasts sustainable growth potato industry httpstcoinxqqylqbu,9,84,8.444444444444445,1,0,0,0,0.0
154,2022-11-25 19:23:07+00:00,AgrilandIreland,rare minority breed sale set tullamore tomorrow httpstco5dakyqufo0,10,79,7.0,2,0,0,0,0.9
155,2022-11-25 18:58:00+00:00,AgrilandIreland,mcconalogue wants stay minister agriculture httpstcojuyysvwjlu httpstcovkcdk3xriv,11,103,8.454545454545455,3,0,0,0,0.1
156,2022-11-25 18:31:53+00:00,AgrilandIreland,mcconalogue calls vets develop amr plans httpstcolncwqcyr3a,11,83,6.636363636363637,3,0,0,1,0.0
157,2022-11-25 18:07:16+00:00,AgrilandIreland,animal breeding essential meeting climate change targets ceo httpstco5czaypl8xf,11,89,7.181818181818182,1,0,0,1,0.3
158,2022-11-25 17:40:55+00:00,AgrilandIreland,vets receive refunds tb testing payment cuts httpstcojuyysvwjlu httpstco2l9q6gctyw,12,100,7.416666666666667,2,0,0,1,0.0
159,2022-11-25 17:17:12+00:00,AgrilandIreland,reminded reapply organic farming scheme httpstcoutypm7wyrt,9,79,7.888888888888889,2,0,0,0,0.0
160,2022-11-25 16:54:04+00:00,AgrilandIreland,wind claim windfall tax damage industry httpstcollofck9ikg,11,102,8.363636363636363,1,0,0,0,0.0
161,2022-11-25 16:15:59+00:00,AgrilandIreland,farms register energy support scheme tomorrow httpstcoxkg7hx4akp,10,82,7.3,3,0,0,0,0.0
162,2022-11-25 15:54:13+00:00,AgrilandIreland,push grow bespoke chipping potatoes underway httpstco9sg5pcrf5h,10,97,8.8,1,0,0,0,0.0
163,2022-11-25 15:31:34+00:00,AgrilandIreland,reduce reliance fertiliser reap rewards httpstcotcuerurbg1,12,88,7.0,3,1,0,0,0.0
164,2022-11-25 15:08:57+00:00,AgrilandIreland,agroforestry afforestation tree planting discussion afternoon icos bioeconomy workshop killenard backdrop heritage hotels christmas trees httpstcodd0a9b296u,29,219,6.551724137931035,12,0,0,1,0.0
165,2022-11-25 15:04:24+00:00,AgrilandIreland,heydon forecasts sustainable growth potato industry httpstcovrsvg5cakh,9,84,8.444444444444445,1,0,0,0,0.0
166,2022-11-25 14:43:20+00:00,AgrilandIreland,cutaro selfpropelled mower compete krone httpstcojuyysvea7m httpstco3kcp97necl,10,99,9.0,2,0,0,0,0.0
167,2022-11-25 14:20:28+00:00,AgrilandIreland,need treat cows parasites httpstcojuyysvea7m httpstcobzq4nzqj8h,12,95,7.0,4,0,0,0,0.0
