,date,username,content
56,2022-11-29 15:55:49+00:00,AgrilandIreland,New food regulator must prove it is on the side of suppliers - Nolan https://t.co/Z9foKhBYOe
57,2022-11-29 15:39:39+00:00,AgrilandIreland,Call for extension to Shass Landslide Relief Scheme deadline https://t.co/Y4pPJ8hr7d
58,2022-11-29 15:13:11+00:00,AgrilandIreland,Controlling slugs in cereal crops - https://t.co/JUYYSvwbwm https://t.co/4rL56Ip3zV
59,2022-11-29 14:59:38+00:00,AgrilandIreland,Minister urged to deliver Christmas hope for 'forgotten farmers' - https://t.co/JUYYSvwbwm https://t.co/rxbelmOW03
60,2022-11-29 14:40:30+00:00,AgrilandIreland,"Shows are back, but where are the manufacturers? - https://t.co/JUYYSvwbwm https://t.co/Q5IjeOjE1t"
61,2022-11-29 14:24:23+00:00,AgrilandIreland,IFA and Bord Gáis Energy to offer 'rooftop solar' options - https://t.co/JUYYSvwbwm https://t.co/SwUs8PgMfP
62,2022-11-29 14:12:07+00:00,AgrilandIreland,"Top price of €14,500 for weanling heifer at Carrick Winter Fair https://t.co/JYyMDSPeec"
63,2022-11-29 13:59:56+00:00,AgrilandIreland,'Nature has a right to exist' - IWT - https://t.co/JUYYSvwbwm https://t.co/0HDduh8sJq
64,2022-11-29 13:42:12+00:00,AgrilandIreland,Sheep trade: Trade continues to head in right direction - https://t.co/JUYYSvwbwm https://t.co/9qRsRbKYnd
65,2022-11-29 13:27:28+00:00,AgrilandIreland,Agri-Food Regulator will have 'real teeth' - McConalogue https://t.co/ugaVTGWzUV
66,2022-11-29 13:14:03+00:00,AgrilandIreland,Dry period: Grouping cows to monitor BCS - https://t.co/JUYYSvwbwm https://t.co/CnBCekPTNR
67,2022-11-29 13:00:11+00:00,AgrilandIreland,FBD Young Farmer of the Year - meet the finalists - https://t.co/JUYYSvwbwm https://t.co/kpwZ5OWU4T
68,2022-11-29 12:45:29+00:00,AgrilandIreland,"Former Tánaiste and Minster for Agriculture Mary Coughlan will chair the first Women in Farming Conference on February 1, 2023.

@agriculture_ie https://t.co/yCKmcG3cSj"
69,2022-11-29 12:43:13+00:00,AgrilandIreland,Minister for State with Responsibility for Farm Safety @martinheydonfg highlighting the stark figure that 97% of farm fatalities in the last ten years have been male https://t.co/TKZPbt5FIw
70,2022-11-29 12:40:24+00:00,AgrilandIreland,Minster @McConalogue confirms the approval of the Agricultural and Food Supply Chain Bill by Cabinet. The new bill will give the regulator “real teeth” in tackling unfair trading practices @agriculture_ie https://t.co/5EFhTTbsXM
71,2022-11-29 12:31:21+00:00,AgrilandIreland,"We are here in Government Buildings today for the announcement of Cabinet approval of the Agricultural and Food Supply Chain Bill and the launch of the National Women in Farming Conference.

@agriculture_ie @McConalogue @martinheydonfg @pippa_hackett https://t.co/7PyGjeNPf3"
72,2022-11-29 12:24:46+00:00,AgrilandIreland,Improving carbon footprint reporting on farms  #Sponsored  https://t.co/kJ0Orkrn45
73,2022-11-29 12:09:42+00:00,AgrilandIreland,Cabinet set to decide on agri-food regulator today - https://t.co/JUYYSvwbwm https://t.co/y1gkDGFOFO
74,2022-11-29 11:51:36+00:00,AgrilandIreland,Call for extension to Shass Landslide Relief Scheme deadline https://t.co/EPaijJXXx3
75,2022-11-29 11:28:09+00:00,AgrilandIreland,Rare heritage barley star of new single malt whiskey - https://t.co/JUYYSvwbwm https://t.co/cM9GXo00Kq
76,2022-11-29 11:08:38+00:00,AgrilandIreland,New food regulator must prove it is on the side of suppliers - Nolan https://t.co/dIdGqAfqlq
77,2022-11-29 10:38:59+00:00,AgrilandIreland,Controlling slugs in cereal crops - https://t.co/JUYYSvwbwm https://t.co/kllI2PsRlu
78,2022-11-29 09:38:19+00:00,AgrilandIreland,'Nature has a right to exist' - IWT - https://t.co/JUYYSvwbwm https://t.co/b2wg01YYzq
79,2022-11-29 09:07:42+00:00,AgrilandIreland,FBD Young Farmer of the Year - meet the finalists - https://t.co/JUYYSvwbwm https://t.co/OAquDHSbb2
80,2022-11-29 08:18:26+00:00,AgrilandIreland,Cabinet set to decide on agri-food regulator today - https://t.co/JUYYSvwbwm https://t.co/fXe3E8pp53
81,2022-11-29 07:58:34+00:00,AgrilandIreland,Minister urged to deliver Christmas hope for 'forgotten farmers' - https://t.co/JUYYSvwbwm https://t.co/n6R7wwScj0
82,2022-11-29 06:52:37+00:00,AgrilandIreland,Sheep trade: Trade continues to head in right direction - https://t.co/JUYYSvwbwm https://t.co/7FlJuFHNjL
83,2022-11-29 06:38:55+00:00,AgrilandIreland,Dry period: Grouping cows to monitor BCS - https://t.co/JUYYSvwbwm https://t.co/ErBEqD8juy
84,2022-11-29 06:20:02+00:00,AgrilandIreland,Keynote speaker confirmed for ABP farmer info events - https://t.co/JUYYSvwbwm https://t.co/DAh6slmpE1
85,2022-11-28 21:15:55+00:00,AgrilandIreland,Minister urged to clarify inclusion of dribble bars in TAMS https://t.co/HYB2CsEbCH
86,2022-11-28 20:46:01+00:00,AgrilandIreland,Video: Sale of 420 cattle gets underway at Winter Fair in Carrick https://t.co/YVtaJGTp4l
87,2022-11-28 20:17:19+00:00,AgrilandIreland,Slaughtered livestock statistics for October 2022 - https://t.co/JUYYSveA7M https://t.co/gAm8dREi9N
88,2022-11-28 19:49:48+00:00,AgrilandIreland,China builds 26-storey pig house to process 1.2 million pigs/year https://t.co/thb1tODBUn
89,2022-11-28 19:30:50+00:00,AgrilandIreland,Estimates: DAFM to spend €369k on 'consultancy' services in 2023 https://t.co/2ve7iafO9U
90,2022-11-28 18:58:30+00:00,AgrilandIreland,"New fertiliser database will include all N, P and K sales - https://t.co/JUYYSvwJlU https://t.co/Kh7BbxDM02"
91,2022-11-28 18:34:08+00:00,AgrilandIreland,National Fertiliser Database: What tillage farmers need to know https://t.co/W08Qe4xvKB
92,2022-11-28 18:16:25+00:00,AgrilandIreland,Farmers must register for new fertiliser database - https://t.co/JUYYSveA7M https://t.co/yaZQJUmECE
93,2022-11-28 17:48:18+00:00,AgrilandIreland,Slaughtered livestock statistics for October 2022 - https://t.co/JUYYSvwbwm https://t.co/P3jqFzI6ux
94,2022-11-28 17:24:18+00:00,AgrilandIreland,Factory quotes: Steer base price up 20c/kg and rising - https://t.co/JUYYSvwbwm https://t.co/jm7pVJvBHs
95,2022-11-28 17:01:01+00:00,AgrilandIreland,Estimates: DAFM to spend €369k on 'consultancy' services in 2023 https://t.co/K3TbAkcxTc
96,2022-11-28 16:46:57+00:00,AgrilandIreland,Minister urged to clarify inclusion of dribble bars in TAMS https://t.co/8vo9xpDq9P
97,2022-11-28 16:17:25+00:00,AgrilandIreland,Farm Assist Christmas bonus to be paid next week - https://t.co/JUYYSvwbwm https://t.co/PCE7Lwra5n
98,2022-11-28 15:58:05+00:00,AgrilandIreland,Video: Sale of 420 cattle gets underway at Winter Fair in Carrick https://t.co/14hmKxzspS
99,2022-11-28 15:41:47+00:00,AgrilandIreland,China builds 26-storey pig house to process 1.2 million pigs/year https://t.co/DMBrLelmpy
100,2022-11-28 15:16:02+00:00,AgrilandIreland,EIP schemes could focus on gender balance and peatlands - https://t.co/JUYYSvwbwm https://t.co/59njvUGzVF
101,2022-11-28 14:47:16+00:00,AgrilandIreland,MREF: Minster Ryan's solar targets require one billion in funding https://t.co/243gCKpzxI
102,2022-11-28 14:33:18+00:00,AgrilandIreland,Applying for the TBESS? Revenue publishes guidelines https://t.co/jKruh2408O
103,2022-11-28 14:16:30+00:00,AgrilandIreland,Fluke infection predicted to be prevalent in west and northwest https://t.co/ilNq8alR0w
104,2022-11-28 13:57:47+00:00,AgrilandIreland,EU Commission to load 2 ships with grain from Ukraine - https://t.co/JUYYSvwbwm https://t.co/cKRzYHQIWl
105,2022-11-28 13:27:51+00:00,AgrilandIreland,National Fertiliser Database: What tillage farmers need to know https://t.co/3L6ph8kJN7
106,2022-11-28 13:14:50+00:00,AgrilandIreland,Weather forecast: Mostly dry week with isolated showers https://t.co/uN2IrIHkhq
107,2022-11-28 12:48:44+00:00,AgrilandIreland,Factory quotes: Steer base price up 20c/kg and rising - https://t.co/JUYYSvwJlU https://t.co/BwVCiGXxwp
108,2022-11-28 12:31:50+00:00,AgrilandIreland,Farmers invited to take part in Ifac Farm Survey - https://t.co/JUYYSveA7M https://t.co/Hp1utiQipB
109,2022-11-28 12:06:14+00:00,AgrilandIreland,Drying-off: Checking cow for signs of mastitis - https://t.co/JUYYSveA7M https://t.co/QNoQbQyrXo
110,2022-11-28 11:35:58+00:00,AgrilandIreland,Farm Assist Christmas bonus to be paid next week - https://t.co/JUYYSvwJlU https://t.co/mI6raDLPIw
111,2022-11-28 10:45:18+00:00,AgrilandIreland,MREF: Minster Ryan's solar targets require one billion in funding https://t.co/uCU4d95DUD
112,2022-11-28 09:37:27+00:00,AgrilandIreland,EU Commission to load 2 ships with grain from Ukraine - https://t.co/JUYYSvwJlU https://t.co/jo5Ba70MIX
113,2022-11-28 09:01:24+00:00,AgrilandIreland,Applying for the TBESS? Revenue publishes guidelines https://t.co/E8TL9hLczx
114,2022-11-28 08:05:50+00:00,AgrilandIreland,Weather forecast: Mostly dry week with isolated showers https://t.co/iMjpeQaXBL
115,2022-11-28 06:44:42+00:00,AgrilandIreland,Fluke infection predicted to be prevalent in west and northwest https://t.co/bcQr0wkkQD
116,2022-11-28 06:07:56+00:00,AgrilandIreland,Drying-off: Checking cow for signs of mastitis - https://t.co/JUYYSveA7M https://t.co/0cW0rpL5dl
117,2022-11-27 20:36:01+00:00,AgrilandIreland,Citizens' Assembly calls for referendum to protect biodiversity https://t.co/ONKBBzOweY
118,2022-11-27 17:41:40+00:00,AgrilandIreland,"Exports: 5,500 Irish weanling bulls set to depart for Turkey https://t.co/4CbBjVhNgh"
119,2022-11-27 15:52:32+00:00,AgrilandIreland,Fines of up to €10m available to new agri-food regulator https://t.co/M3IzBq1K32
120,2022-11-27 15:07:20+00:00,AgrilandIreland,"Sheep kill: Supplies tighten as throughput drops below 60,000 % https://t.co/OYalm6FUd7"
121,2022-11-27 13:51:55+00:00,AgrilandIreland,ICOS workshop hears pieces missing from 'rewetting jigsaw' - https://t.co/JUYYSvwbwm https://t.co/9tNogSlkwK
122,2022-11-27 12:36:32+00:00,AgrilandIreland,Breeding objectives for winter milk farms - https://t.co/JUYYSveA7M https://t.co/6c6EWma4tn
123,2022-11-27 11:35:40+00:00,AgrilandIreland,DAFM still finalising order for fur farming ban - https://t.co/JUYYSvwbwm https://t.co/ulQnShrqye
124,2022-11-27 10:38:52+00:00,AgrilandIreland,"Dairy Women Ireland aims to hit 2,000 members by 2025 https://t.co/iU0kDh49zM"
125,2022-11-27 09:30:47+00:00,AgrilandIreland,Pedigree Aberdeen Angus heifer star prize in memorial raffle - https://t.co/JUYYSvwbwm https://t.co/J6lCb9JafJ
126,2022-11-27 07:10:56+00:00,AgrilandIreland,"Report: Pig production costs in 17 countries, including Ireland https://t.co/68q5cCZ9e5"
127,2022-11-27 06:39:39+00:00,AgrilandIreland,'Unsuitable cattle being sent to factory' - EIBP agent - https://t.co/JUYYSveA7M https://t.co/h8pNLNcWxJ
128,2022-11-27 06:04:38+00:00,AgrilandIreland,Sheep Improvement Scheme: Genotyped ram action - https://t.co/JUYYSvwbwm https://t.co/BDM3BWjEV3
129,2022-11-26 21:44:08+00:00,AgrilandIreland,Hackett: €60m scheme to help farmers improve water quality https://t.co/7F0rE9VGro
130,2022-11-26 21:15:05+00:00,AgrilandIreland,Met Éireann: Wind warning issued for 3 counties - https://t.co/JUYYSvwbwm https://t.co/xCrSgdyLh8
131,2022-11-26 20:24:54+00:00,AgrilandIreland,Meet your match on 'Love in the Country' - https://t.co/JUYYSvwJlU https://t.co/llnyBdde6P
132,2022-11-26 19:33:48+00:00,AgrilandIreland,'We Greens stand up for the Irish family farm' - Ryan - https://t.co/JUYYSvwbwm https://t.co/s15rqGoxfx
133,2022-11-26 18:55:59+00:00,AgrilandIreland,Taoiseach visits Meath farm producing carbon-neutral beef - https://t.co/JUYYSvwJlU https://t.co/C5t9Jn50Rk
134,2022-11-26 17:43:38+00:00,AgrilandIreland,Man (70s) dies in farm accident in Co. Kerry - https://t.co/JUYYSvwbwm https://t.co/panJl9vkUq
135,2022-11-26 17:17:33+00:00,AgrilandIreland,Machinery Focus: MX front loaders show engineering pedigree https://t.co/HiMbgayhCk
136,2022-11-26 15:51:56+00:00,AgrilandIreland,Scour: Have you considered vaccinating your cows? - https://t.co/JUYYSvwbwm https://t.co/tUmXPvzvCS
137,2022-11-26 13:56:23+00:00,AgrilandIreland,Cattle stolen from elderly farmer in west Cork - https://t.co/JUYYSvwbwm https://t.co/pGo7HDtkJb
138,2022-11-26 11:52:21+00:00,AgrilandIreland,Emergency scheme needed for dangerous rural roads - councillor https://t.co/ugL2JScXiv
139,2022-11-26 10:09:22+00:00,AgrilandIreland,Man dies following collision between car and tractor in Leitrim https://t.co/E4DDQZkqt6
140,2022-11-26 08:37:29+00:00,AgrilandIreland,8th annual Knock tractor run takes place this weekend - https://t.co/JUYYSvwbwm https://t.co/QaYYzdT8TB
141,2022-11-26 07:54:35+00:00,AgrilandIreland,Liquid milk: 'Don't let higher yielders dictate the feeding' - https://t.co/JUYYSveA7M https://t.co/7rz3WoT85S
142,2022-11-26 06:35:05+00:00,AgrilandIreland,Dawn Meats exec gives beef trade outlook for spring 2023 https://t.co/Heo1Rpa4UV
143,2022-11-26 00:00:58+00:00,AgrilandIreland,"Machinery: Optimism from NDI and CEMA, but prices remain high https://t.co/2uPYZQ2x0x"
144,2022-11-25 23:35:42+00:00,AgrilandIreland,Breffni Oriel Holstein Friesian club celebrate 50 years https://t.co/QnTGyzkoaJ
145,2022-11-25 23:10:16+00:00,AgrilandIreland,COP27 agreement highlights need to safeguard food security https://t.co/2GMLP7UASh
146,2022-11-25 22:44:35+00:00,AgrilandIreland,Push to grow bespoke chipping potatoes underway - https://t.co/JUYYSvwbwm https://t.co/pVfHztXQWE
147,2022-11-25 22:18:17+00:00,AgrilandIreland,Co-ops urged to be part of the climate action solution - https://t.co/JUYYSvwJlU https://t.co/tNjES3qC8F
148,2022-11-25 21:52:15+00:00,AgrilandIreland,Cutaro self-propelled mower to compete with Krone - https://t.co/JUYYSvwbwm https://t.co/8ZkF7dksKe
149,2022-11-25 21:26:40+00:00,AgrilandIreland,FSAI seeks to extend local authority veterinary service contract https://t.co/ttPnOsuQT6
150,2022-11-25 21:01:20+00:00,AgrilandIreland,Poultry housing order introduced across NI - https://t.co/JUYYSvwbwm https://t.co/upnOPZUX4A
151,2022-11-25 20:36:21+00:00,AgrilandIreland,Opinion: Is success of potato industry Ireland’s best kept secret? https://t.co/d7w0IDPxJe
152,2022-11-25 20:12:50+00:00,AgrilandIreland,Fuel laundering operation uncovered by Revenue in Co. Monaghan https://t.co/Ex9JVkiUUE
153,2022-11-25 19:49:09+00:00,AgrilandIreland,Heydon forecasts sustainable growth of Irish potato industry https://t.co/InxQqylqBu
154,2022-11-25 19:23:07+00:00,AgrilandIreland,Rare and minority breed sale set for Tullamore tomorrow https://t.co/5DakYQUFO0
155,2022-11-25 18:58:00+00:00,AgrilandIreland,McConalogue wants to stay as Minister for Agriculture - https://t.co/JUYYSvwJlU https://t.co/vKCdK3XrIV
156,2022-11-25 18:31:53+00:00,AgrilandIreland,McConalogue calls on vets to develop AMR plans with farmers https://t.co/LNcWQCYr3a
157,2022-11-25 18:07:16+00:00,AgrilandIreland,Animal breeding essential in meeting climate change targets - CEO https://t.co/5czAYPL8XF
158,2022-11-25 17:40:55+00:00,AgrilandIreland,Vets to receive refunds on TB testing payment cuts - https://t.co/JUYYSvwJlU https://t.co/2L9q6gCtYW
159,2022-11-25 17:17:12+00:00,AgrilandIreland,Farmers reminded to re-apply for Organic Farming Scheme https://t.co/UtypM7WyRT
160,2022-11-25 16:54:04+00:00,AgrilandIreland,Wind farmers claim windfall tax will damage industry - https://t.co/JUYYSvwbwm https://t.co/lLofCK9Ikg
161,2022-11-25 16:15:59+00:00,AgrilandIreland,Farms can register for energy support scheme from tomorrow https://t.co/xkg7hX4akp
162,2022-11-25 15:54:13+00:00,AgrilandIreland,Push to grow bespoke chipping potatoes underway - https://t.co/JUYYSvwbwm https://t.co/9sg5pcrF5h
163,2022-11-25 15:31:34+00:00,AgrilandIreland,Reduce reliance on fertiliser and reap the rewards - #Sponsored  https://t.co/TCUErUrBG1
164,2022-11-25 15:08:57+00:00,AgrilandIreland,"Agroforestry, afforestation and tree planting all up for discussion this afternoon at the ICOS bioeconomy workshop in Killenard. 
All against the backdrop of the Heritage Hotel’s Christmas trees. https://t.co/dD0a9b296U"
165,2022-11-25 15:04:24+00:00,AgrilandIreland,Heydon forecasts sustainable growth of Irish potato industry https://t.co/VrSVg5CakH
166,2022-11-25 14:43:20+00:00,AgrilandIreland,Cutaro self-propelled mower to compete with Krone - https://t.co/JUYYSveA7M https://t.co/3KCp97NeCL
167,2022-11-25 14:20:28+00:00,AgrilandIreland,Do you need to treat your cows for parasites? - https://t.co/JUYYSveA7M https://t.co/BZQ4NzQj8h
168,2022-11-25 14:00:01+00:00,AgrilandIreland,"Several farm organisations have already expressed concerns in relation to the final report which includes recommendations to cut emissions in the beef and sheep sectors.

Will Minister McConalogue intervene?

Listen &amp; Follow on Apple/Spotify:
https://t.co/gnYouhpAe0 https://t.co/44STZzHqOc"
169,2022-11-25 13:50:30+00:00,AgrilandIreland,1 in 20 private water supplies contaminated with E.coli - EPA https://t.co/maUErpRVjf
170,2022-11-25 13:29:14+00:00,AgrilandIreland,Weekend weather forecast: Mix of dry spells and heavy showers https://t.co/cCwskozcfa
171,2022-11-25 13:06:14+00:00,AgrilandIreland,Poultry housing order introduced across NI - https://t.co/JUYYSvwbwm https://t.co/yaBT5ngrOq
172,2022-11-25 12:55:08+00:00,AgrilandIreland,"“Let us not fail what should be our most important patient, our beautiful, natural world.” 

A call to action from vet Ellen Hegarty, who urged veterinary practitioners to take environmental action within their profession.

@VeterinaryHQ https://t.co/nPXxw512R3"
173,2022-11-25 12:42:58+00:00,AgrilandIreland,"Chief veterinary officer at DAFM Martin Blake said many vets have already begun using the department’s new, online prescription service, and encouraged more practitioners to sign up. https://t.co/OfexZHldqS"
174,2022-11-25 12:40:25+00:00,AgrilandIreland,McConalogue calls on vets to develop AMR plans with farmers https://t.co/pka1Edra9G
175,2022-11-25 12:19:18+00:00,AgrilandIreland,Wind farmers claim windfall tax will damage industry - https://t.co/JUYYSvwbwm https://t.co/T0459EEgZV
176,2022-11-25 11:51:38+00:00,AgrilandIreland,Sheep Improvement Scheme: What will my reference number be? https://t.co/MVInkQrvQo
177,2022-11-25 11:30:40+00:00,AgrilandIreland,"Has the expansion of dairy been at the expense of the environment? Laura Burke, DG, Environmental Protection Agency, says agricultural emissions were 15% higher in 2021 than in 1990. https://t.co/GxYbC754SE"
178,2022-11-25 11:21:59+00:00,AgrilandIreland,Minister Heydon said it was not a mistake to expand dairy sector but now it’s in a new phase @agriculture_ie @martinheydonfg
179,2022-11-25 11:21:59+00:00,AgrilandIreland,"He said to meet targets the agriculture sector must focus on reducing emissions, carbon sequestration and sustainable energy options."
180,2022-11-25 11:21:58+00:00,AgrilandIreland,Minister Martin Heydon says Ireland needs action and take up by thousands of farmers to meet climate action and sustainability targets. https://t.co/GTMwqzTddS
181,2022-11-25 11:02:30+00:00,AgrilandIreland,Co-ops have a key role to play in reducing emissions and helping farmers identify new sustainable opportunities in the bioeconomy says James O’Donnell president of ICOS. https://t.co/CdsSx684wr
