Domain Code,Domain,Area Code,Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
CP,Consumer Price Indices,104,Ireland,2011,2011,23014,Food price inflation,7005,May,%,0.955171,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2011,2011,23014,Food price inflation,7004,April,%,1.342288,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2011,2011,23014,Food price inflation,7003,March,%,1.529615,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2011,2011,23014,Food price inflation,7002,February,%,1.240429,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2011,2011,23014,Food price inflation,7001,January,%,0.285723,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,103.0818,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,103.0818,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,103.0818,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,102.8876,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,103.1788,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,103.0818,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,102.4023,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,102.5965,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,102.5965,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,103.0818,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,102.9847,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,102.2082,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,98.47994,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,98.77897,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,98.77897,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,98.47994,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,98.18092,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,97.98156,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,98.08124,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,98.08124,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,98.08124,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,97.68253,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,96.78545,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2011,2011,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,95.88836,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,97.98156,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,98.87865,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,99.8754,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,99.8754,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,99.8754,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,99.67606,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,99.57638,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,100.1744,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,100.0748,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,99.97508,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,99.57638,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,99.67606,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,102.5965,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,102.7906,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,102.6935,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,103.2759,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,103.2759,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,103.1788,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,103.2759,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,103.5671,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,103.7612,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,104.0524,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,104.0524,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,104.7319,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7001,January,%,0.379911,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7002,February,%,-0.188475,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7003,March,%,-0.376691,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7004,April,%,0.662206,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7005,May,%,0.662206,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7006,June,%,0.758284,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7007,July,%,0.188297,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7008,August,%,0.376337,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7009,September,%,0.849082,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7010,October,%,0.941582,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7011,November,%,0.941582,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2012,2012,23014,Food price inflation,7012,December,%,1.600768,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7012,December,%,-1.112173,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7011,November,%,-0.279859,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7010,October,%,0.093318,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7009,September,%,0.187161,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7008,August,%,1.124681,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7007,July,%,2.067665,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7006,June,%,1.693371,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7005,May,%,1.503739,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7004,April,%,1.503739,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7003,March,%,1.60682,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7002,February,%,1.982963,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23014,Food price inflation,7001,January,%,2.365188,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,103.5671,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,103.7612,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,104.1495,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,103.9554,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,104.7319,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,105.4113,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,104.926,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,104.8289,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,104.8289,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,104.3436,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,104.8289,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,105.0231,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,99.8754,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,99.8754,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,100.0748,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,100.2741,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,100.3738,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,100.2741,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,100.3738,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,100.2741,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,100.3738,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,100.3738,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,99.97508,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2013,2013,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,99.17767,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,99.37702,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,99.8754,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,100.5731,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,100.6728,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,100.5731,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,100.7725,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,100.5731,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,100.7725,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,100.4735,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,100.2741,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,99.97508,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,99.57638,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,103.2759,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,103.0818,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,102.7906,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,102.6935,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,102.8876,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,102.4994,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,102.1111,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,102.0141,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,101.6258,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,101.3346,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,101.0434,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,100.8493,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7001,January,%,-1.663634,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7002,February,%,-1.666621,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7003,March,%,-1.488352,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7004,April,%,-2.037034,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7005,May,%,-1.851875,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7006,June,%,-2.312678,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7007,July,%,-3.130784,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7008,August,%,-2.595007,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7009,September,%,-2.240961,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7010,October,%,-2.702749,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7011,November,%,-2.619284,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2014,2014,23014,Food price inflation,7012,December,%,-2.624192,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7012,December,%,-0.962456,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7011,November,%,-1.152703,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7010,October,%,-1.340973,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7009,September,%,-2.196735,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7008,August,%,-2.283567,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7007,July,%,-2.376392,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7006,June,%,-2.272696,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7005,May,%,-2.547149,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7004,April,%,-2.45741,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7003,March,%,-2.738451,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7002,February,%,-2.919041,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23014,Food price inflation,7001,January,%,-2.349629,Fc,Calculated data,
CP,Consumer Price Indices,104,Ireland,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,99.87867,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,104,Ireland,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,99.87867,X,International reliable sources,base year is 2015
